"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.916659,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.529873,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.11295,,
"USA","United States","CPGREN01","CPI: Energy","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-8.520787,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.092965,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,3.343293,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.597442,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.126008,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.573264,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.885648,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.551218,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.631369,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.045196,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.122341,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.325479,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.020213,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.04939595,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.1446529,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,-3.320565,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.358948,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.11893,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.863594,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.3514046,,
"USA","United States","CPGRGO01","CPI: Goods","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.2519851,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.765083,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4216049,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.037282,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.685882,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.822092,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.63021,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.104085,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.413655,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.960448,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.504988,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",93.46075,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",96.58542,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",99.09417,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.2009,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",103.8051,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",107.8386,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",111.6682,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",115.7233,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",119.2473,,
"USA","United States","CP120000","CPI: 12 - Miscellaneous goods and services","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",121.7781,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",120.2144,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",121.2846,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",120.4611,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",120.0539,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",93.41528,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",100.8106,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.4016,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",106.1111,,
"USA","United States","CPGREN01","CPI: Energy","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",97.06959,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,5.325479,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.020213,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,0.04939595,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,0.1446529,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-3.320565,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-1.358948,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.11893,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,1.863594,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,0.3514046,,
"USA","United States","CPGRGO01","CPI: Goods","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-0.2519851,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.718252,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.111512,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.415601,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.589164,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.300327,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.832059,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.71165,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.768484,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.684467,,
"USA","United States","CPGRSE01","CPI: Services","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.114362,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,15.35126,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.8902224,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,-0.6790125,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,-0.3379915,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,-16.7041,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,-6.584728,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,7.916659,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,7.529873,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,-2.11295,,
"USA","United States","CPGREN01","CPI: Energy","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,-8.520787,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.11307,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.03693,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.28433,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.7514,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.8321,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",105.6205,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",108.5446,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",111.4584,,
"USA","United States","CPGRSE01","CPI: Services","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",113.8151,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.307715,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.150903,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.31419,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.498516,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,3.057285,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,3.401378,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,3.420502,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,3.375373,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,3.424922,,
"USA","United States","CPGRHO01","CPI: Housing","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.877177,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2011","2011","IDX","Index","0","Units","2013M12_100","2013M12=100",91.16375,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2012","2012","IDX","Index","0","Units","2013M12_100","2013M12=100",94.78542,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2013","2013","IDX","Index","0","Units","2013M12_100","2013M12=100",98.25317,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2014","2014","IDX","Index","0","Units","2013M12_100","2013M12=100",101.4743,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2015","2015","IDX","Index","0","Units","2013M12_100","2013M12=100",105.1423,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2016","2016","IDX","Index","0","Units","2013M12_100","2013M12=100",108.0949,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2017","2017","IDX","Index","0","Units","2013M12_100","2013M12=100",110.6178,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2018","2018","IDX","Index","0","Units","2013M12_100","2013M12=100",113.1543,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2019","2019","IDX","Index","0","Units","2013M12_100","2013M12=100",116.4368,,
"USA","United States","CP100000","CPI: 10 - Education","IXNB","National Index","A","Annual","2020","2020","IDX","Index","0","Units","2013M12_100","2013M12=100",118.7272,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",92.43082,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",92.82051,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",94.71152,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",97.25536,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.6302,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.7896,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",107.3189,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",110.496,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",112.159,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.765083,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,0.4216049,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.037282,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.685882,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.822092,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.63021,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.104085,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.413655,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.960448,,
"USA","United States","CP110000","CPI: 11 - Restaurants and hotels","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.504988,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.718252,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.111512,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.415601,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.589164,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,2.300327,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.832059,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.71165,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.768484,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.684467,,
"USA","United States","CPGRSE01","CPI: Services","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,2.114362,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,1.658561,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.110004,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2013","2013","PC","Percentage","0","Units",,,1.763072,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2014","2014","PC","Percentage","0","Units",,,1.749671,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.828419,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.210902,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2017","2017","PC","Percentage","0","Units",,,1.84449,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.139733,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2019","2019","PC","Percentage","0","Units",,,2.19197,,
"USA","United States","CPGRLE01","CPI: All items non-food non-energy","GP","Percentage change from previous period","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.702817,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",101.19,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",103.2342,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",103.2852,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",103.4346,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",98.64105,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",99.74477,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",101.6036,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",101.9607,,
"USA","United States","CPGRGO01","CPI: Goods","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",101.7037,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.175559,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2012","2012","PC","Percentage","0","Units",,,2.067371,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2013","2013","PC","Percentage","0","Units",,,2.525141,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2014","2014","PC","Percentage","0","Units",,,2.66063,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2015","2015","PC","Percentage","0","Units",,,1.476817,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2016","2016","PC","Percentage","0","Units",,,2.220117,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2017","2017","PC","Percentage","0","Units",,,2.006631,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2018","2018","PC","Percentage","0","Units",,,2.122468,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2019","2019","PC","Percentage","0","Units",,,1.907027,,
"USA","United States","CPGRLH01","CPI: Services less housing","GY","Percentage change on the same period of the previous year","A","Annual","2020","2020","PC","Percentage","0","Units",,,1.356827,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2011","2011","IDX","Index","0","Units","2015_100","2015=100",91.73012,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2012","2012","IDX","Index","0","Units","2015_100","2015=100",93.62652,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2013","2013","IDX","Index","0","Units","2015_100","2015=100",95.99072,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2014","2014","IDX","Index","0","Units","2015_100","2015=100",98.54468,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2015","2015","IDX","Index","0","Units","2015_100","2015=100",100,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2016","2016","IDX","Index","0","Units","2015_100","2015=100",102.2201,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2017","2017","IDX","Index","0","Units","2015_100","2015=100",104.2713,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2018","2018","IDX","Index","0","Units","2015_100","2015=100",106.4844,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2019","2019","IDX","Index","0","Units","2015_100","2015=100",108.5151,,
"USA","United States","CPGRLH01","CPI: Services less housing","IXOB","Index","A","Annual","2020","2020","IDX","Index","0","Units","2015_100","2015=100",109.9875,,
"USA","United States","CPGRLH01","CPI: Services less housing","GP","Percentage change from previous period","A","Annual","2011","2011","PC","Percentage","0","Units",,,2.175559,,
